Time [min]	Voltage [mV]
0.00000	0.0284
0.00333	0.0281
0.00667	0.0254
0.01000	0.0093
0.01333	0.0031
0.01667	-0.0005
0.02000	-0.0004
0.02333	-0.0012
0.02667	-0.0005
0.03000	-0.0008
0.03333	-0.0003
0.03667	-0.0002
0.04000	-0.0005
0.04333	0.0006
0.04667	0.0023
0.05000	0.0036
0.05333	0.0016
0.05667	0.0032
0.06000	0.0044
0.06333	0.0047
0.06667	0.0040
0.07000	0.0023
0.07333	0.0033
0.07667	0.0029
0.08000	0.0013
0.08333	0.0024
0.08667	0.0024
0.09000	0.0005
0.09333	0.0015
0.09667	0.0018
0.10000	0.0017
0.10333	0.0010
0.10667	0.0030
0.11000	0.0045
0.11333	0.0058
0.11667	0.0040
0.12000	0.0039
0.12333	0.0034
0.12667	0.0036
0.13000	0.0025
0.13333	0.0024
0.13667	0.0033
0.14000	0.0030
0.14333	0.0022
0.14667	0.0014
0.15000	0.0012
0.15333	0.0021
0.15667	0.0041
0.16000	0.0055
0.16333	0.0061
0.16667	0.0041
0.17000	0.0040
0.17333	0.0039
0.17667	0.0035
0.18000	0.0046
0.18333	0.0054
0.18667	0.0056
0.19000	0.0076
0.19333	0.0073
0.19667	0.0077
0.20000	0.0068
0.20333	0.0042
0.20667	0.0033
0.21000	0.0024
0.21333	0.0020
0.21667	0.0015
0.22000	0.0018
0.22333	0.0023
0.22667	0.0042
0.23000	0.0052
0.23333	0.0044
0.23667	0.0040
0.24000	0.0030
0.24333	0.0010
0.24667	0.0007
0.25000	0.0019
0.25333	0.0009
0.25667	0.0018
0.26000	0.0026
0.26333	0.0030
0.26667	0.0037
0.27000	0.0039
0.27333	0.0040
0.27667	0.0040
0.28000	0.0041
0.28333	0.0045
0.28667	0.0036
0.29000	0.0040
0.29333	0.0043
0.29667	0.0029
0.30000	0.0030
0.30333	0.0030
0.30667	0.0029
0.31000	0.0023
0.31333	0.0021
0.31667	0.0019
0.32000	0.0016
0.32333	0.0027
0.32667	0.0033
0.33000	0.0024
0.33333	0.0018
0.33667	0.0006
0.34000	0.0002
0.34333	-0.0001
0.34667	-0.0004
0.35000	0.0009
0.35333	0.0024
0.35667	0.0025
0.36000	0.0022
0.36333	0.0045
0.36667	0.0040
0.37000	0.0039
0.37333	0.0054
0.37667	0.0037
0.38000	0.0034
0.38333	0.0037
0.38667	0.0030
0.39000	0.0023
0.39333	0.0023
0.39667	0.0029
0.40000	0.0037
0.40333	0.0036
0.40667	0.0026
0.41000	0.0029
0.41333	0.0030
0.41667	0.0030
0.42000	0.0027
0.42333	0.0018
0.42667	0.0027
0.43000	0.0034
0.43333	0.0045
0.43667	0.0024
0.44000	0.0007
0.44333	0.0006
0.44667	0.0016
0.45000	0.0021
0.45333	0.0029
0.45667	0.0033
0.46000	0.0022
0.46333	0.0015
0.46667	0.0015
0.47000	0.0004
0.47333	-0.0001
0.47667	-0.0005
0.48000	-0.0002
0.48333	0.0001
0.48667	0.0011
0.49000	0.0021
0.49333	0.0013
0.49667	0.0011
0.50000	0.0012
0.50333	0.0012
0.50667	-0.0006
0.51000	-0.0022
0.51333	-0.0030
0.51667	-0.0003
0.52000	-0.0007
0.52333	-0.0016
0.52667	0.0003
0.53000	0.0014
0.53333	0.0025
0.53667	0.0009
0.54000	0.0010
0.54333	0.0018
0.54667	0.0035
0.55000	0.0022
0.55333	0.0015
0.55667	0.0014
0.56000	0.0008
0.56333	0.0010
0.56667	0.0004
0.57000	0.0017
0.57333	0.0002
0.57667	-0.0002
0.58000	0.0007
0.58333	0.0009
0.58667	0.0008
0.59000	0.0002
0.59333	0.0003
0.59667	0.0006
0.60000	0.0002
0.60333	0.0012
0.60667	0.0029
0.61000	0.0007
0.61333	-0.0003
0.61667	-0.0018
0.62000	-0.0020
0.62333	-0.0005
0.62667	0.0006
0.63000	0.0017
0.63333	0.0007
0.63667	0.0009
0.64000	0.0005
0.64333	-0.0004
0.64667	0.0006
0.65000	0.0022
0.65333	0.0015
0.65667	0.0004
0.66000	0.0001
0.66333	0.0005
0.66667	0.0021
0.67000	0.0030
0.67333	0.0030
0.67667	0.0040
0.68000	0.0030
0.68333	0.0033
0.68667	0.0059
0.69000	0.0054
0.69333	0.0013
0.69667	0.0003
0.70000	0.0003
0.70333	0.0014
0.70667	0.0023
0.71000	0.0018
0.71333	0.0009
0.71667	0.0010
0.72000	0.0020
0.72333	0.0020
0.72667	0.0030
0.73000	0.0006
0.73333	-0.0010
0.73667	0.0010
0.74000	-0.0005
0.74333	-0.0009
0.74667	-0.0004
0.75000	0.0004
0.75333	0.0009
0.75667	0.0022
0.76000	0.0015
0.76333	0.0015
0.76667	0.0026
0.77000	0.0014
0.77333	0.0022
0.77667	0.0038
0.78000	0.0029
0.78333	0.0025
0.78667	0.0029
0.79000	0.0030
0.79333	0.0033
0.79667	0.0041
0.80000	0.0057
0.80333	0.0063
0.80667	0.0048
0.81000	0.0041
0.81333	0.0019
0.81667	0.0010
0.82000	0.0012
0.82333	0.0015
0.82667	0.0034
0.83000	0.0026
0.83333	0.0015
0.83667	0.0027
0.84000	0.0026
0.84333	0.0018
0.84667	0.0012
0.85000	0.0010
0.85333	0.0010
0.85667	0.0010
0.86000	0.0017
0.86333	0.0030
0.86667	0.0035
0.87000	0.0031
0.87333	0.0024
0.87667	0.0016
0.88000	0.0013
0.88333	0.0006
0.88667	0.0016
0.89000	0.0020
0.89333	0.0026
0.89667	0.0045
0.90000	0.0046
0.90333	0.0045
0.90667	0.0045
0.91000	0.0038
0.91333	0.0038
0.91667	0.0041
0.92000	0.0029
0.92333	0.0036
0.92667	0.0041
0.93000	0.0024
0.93333	0.0024
0.93667	0.0039
0.94000	0.0049
0.94333	0.0038
0.94667	0.0032
0.95000	0.0023
0.95333	0.0013
0.95667	0.0018
0.96000	0.0031
0.96333	0.0042
0.96667	0.0041
0.97000	0.0021
0.97333	0.0004
0.97667	0.0008
0.98000	0.0010
0.98333	0.0006
0.98667	0.0013
0.99000	0.0034
0.99333	0.0047
0.99667	0.0041
1.00000	0.0029
1.00333	0.0010
1.00667	0.0002
1.01000	0.0004
1.01333	0.0009
1.01667	0.0025
1.02000	0.0045
1.02333	0.0045
1.02667	0.0029
1.03000	0.0010
1.03333	0.0006
1.03667	0.0013
1.04000	0.0011
1.04333	0.0002
1.04667	-0.0004
1.05000	0.0003
1.05333	0.0021
1.05667	0.0028
1.06000	0.0034
1.06333	0.0031
1.06667	0.0034
1.07000	0.0035
1.07333	0.0027
1.07667	0.0021
1.08000	0.0016
1.08333	0.0032
1.08667	0.0026
1.09000	0.0004
1.09333	0.0005
1.09667	0.0018
1.10000	0.0032
1.10333	0.0034
1.10667	0.0031
1.11000	0.0034
1.11333	0.0026
1.11667	0.0013
1.12000	0.0015
1.12333	0.0015
1.12667	0.0033
1.13000	0.0047
1.13333	0.0037
1.13667	0.0040
1.14000	0.0048
1.14333	0.0041
1.14667	0.0027
1.15000	0.0039
1.15333	0.0057
1.15667	0.0055
1.16000	0.0051
1.16333	0.0041
1.16667	0.0045
1.17000	0.0044
1.17333	0.0018
1.17667	0.0012
1.18000	0.0023
1.18333	0.0015
1.18667	0.0021
1.19000	0.0018
1.19333	0.0008
1.19667	0.0014
1.20000	0.0014
1.20333	0.0020
1.20667	0.0038
1.21000	0.0048
1.21333	0.0035
1.21667	0.0018
1.22000	0.0016
1.22333	0.0029
1.22667	0.0038
1.23000	0.0030
1.23333	0.0031
1.23667	0.0034
1.24000	0.0021
1.24333	0.0007
1.24667	-0.0004
1.25000	-0.0004
1.25333	-0.0001
1.25667	-0.0000
1.26000	0.0005
1.26333	0.0014
1.26667	0.0029
1.27000	0.0038
1.27333	0.0019
1.27667	0.0013
1.28000	0.0019
1.28333	0.0020
1.28667	0.0015
1.29000	0.0005
1.29333	0.0011
1.29667	0.0019
1.30000	0.0046
1.30333	0.0056
1.30667	0.0025
1.31000	0.0030
1.31333	0.0052
1.31667	0.0054
1.32000	0.0066
1.32333	0.0062
1.32667	0.0052
1.33000	0.0050
1.33333	0.0050
1.33667	0.0023
1.34000	0.0003
1.34333	0.0006
1.34667	0.0009
1.35000	0.0021
1.35333	0.0040
1.35667	0.0032
1.36000	0.0010
1.36333	0.0007
1.36667	0.0021
1.37000	0.0029
1.37333	0.0024
1.37667	0.0037
1.38000	0.0032
1.38333	0.0010
1.38667	0.0013
1.39000	0.0008
1.39333	0.0007
1.39667	0.0033
1.40000	0.0048
1.40333	0.0044
1.40667	0.0052
1.41000	0.0042
1.41333	0.0026
1.41667	0.0009
1.42000	0.0007
1.42333	0.0010
1.42667	0.0028
1.43000	0.0056
1.43333	0.0063
1.43667	0.0054
1.44000	0.0045
1.44333	0.0041
1.44667	0.0028
1.45000	0.0033
1.45333	0.0045
1.45667	0.0037
1.46000	0.0043
1.46333	0.0055
1.46667	0.0047
1.47000	0.0035
1.47333	0.0018
1.47667	0.0017
1.48000	0.0038
1.48333	0.0049
1.48667	0.0031
1.49000	0.0009
1.49333	0.0001
1.49667	0.0013
1.50000	0.0044
1.50333	0.0046
1.50667	0.0053
1.51000	0.0040
1.51333	0.0018
1.51667	0.0030
1.52000	0.0033
1.52333	0.0024
1.52667	0.0020
1.53000	0.0001
1.53333	-0.0002
1.53667	0.0013
1.54000	0.0026
1.54333	0.0023
1.54667	0.0007
1.55000	0.0020
1.55333	0.0049
1.55667	0.0052
1.56000	0.0057
1.56333	0.0040
1.56667	0.0018
1.57000	0.0011
1.57333	0.0024
1.57667	0.0036
1.58000	0.0026
1.58333	0.0027
1.58667	0.0016
1.59000	0.0011
1.59333	0.0024
1.59667	0.0043
1.60000	0.0049
1.60333	0.0071
1.60667	0.0079
1.61000	0.0032
1.61333	0.0026
1.61667	0.0037
1.62000	0.0026
1.62333	0.0034
1.62667	0.0033
1.63000	0.0037
1.63333	0.0019
1.63667	0.0025
1.64000	0.0051
1.64333	0.0038
1.64667	0.0023
1.65000	0.0020
1.65333	0.0034
1.65667	0.0032
1.66000	0.0037
1.66333	0.0025
1.66667	0.0028
1.67000	0.0066
1.67333	0.0064
1.67667	0.0068
1.68000	0.0048
1.68333	0.0011
1.68667	0.0030
1.69000	0.0039
1.69333	0.0040
1.69667	0.0025
1.70000	0.0035
1.70333	0.0032
1.70667	0.0038
1.71000	0.0032
1.71333	0.0038
1.71667	0.0032
1.72000	0.0038
1.72333	0.0032
1.72667	0.0038
1.73000	0.0032
1.73333	0.0045
1.73667	0.0065
1.74000	0.0047
1.74333	0.0033
1.74667	0.0046
1.75000	0.0034
1.75333	0.0038
1.75667	0.0040
1.76000	0.0032
1.76333	0.0030
1.76667	0.0038
1.77000	0.0040
1.77333	0.0040
1.77667	0.0072
1.78000	0.0056
1.78333	0.0058
1.78667	0.0060
1.79000	0.0044
1.79333	0.0048
1.79667	0.0066
1.80000	0.0078
1.80333	0.0064
1.80667	0.0044
1.81000	0.0048
1.81333	0.0042
1.81667	0.0056
1.82000	0.0068
1.82333	0.0045
1.82667	0.0057
1.83000	0.0035
1.83333	0.0030
1.83667	0.0038
1.84000	0.0023
1.84333	0.0037
1.84667	0.0040
1.85000	0.0040
1.85333	0.0032
1.85667	0.0022
1.86000	0.0037
1.86333	0.0006
1.86667	0.0009
1.87000	0.0044
1.87333	0.0075
1.87667	0.0071
1.88000	0.0044
1.88333	0.0032
1.88667	0.0047
1.89000	0.0059
1.89333	0.0060
1.89667	0.0034
1.90000	0.0013
1.90333	0.0028
1.90667	0.0065
1.91000	0.0052
1.91333	0.0041
1.91667	0.0049
1.92000	0.0068
1.92333	0.0035
1.92667	0.0039
1.93000	0.0031
1.93333	0.0012
1.93667	0.0046
1.94000	0.0068
1.94333	0.0052
1.94667	0.0077
1.95000	0.0062
1.95333	0.0060
1.95667	0.0069
1.96000	0.0061
1.96333	0.0033
1.96667	0.0003
1.97000	0.0028
1.97333	0.0058
1.97667	0.0069
1.98000	0.0070
1.98333	0.0089
1.98667	0.0062
1.99000	0.0032
1.99333	0.0039
1.99667	0.0031
2.00000	0.0049
2.00333	0.0050
2.00667	0.0022
2.01000	0.0001
2.01333	0.0019
2.01667	0.0039
2.02000	0.0040
2.02333	0.0069
2.02667	0.0099
2.03000	0.0062
2.03333	0.0050
2.03667	0.0031
2.04000	0.0059
2.04333	0.0041
2.04667	0.0050
2.05000	0.0040
2.05333	0.0050
2.05667	0.0040
2.06000	0.0030
2.06333	0.0069
2.06667	0.0021
2.07000	0.0040
2.07333	0.0030
2.07667	0.0050
2.08000	0.0040
2.08333	0.0050
2.08667	0.0070
2.09000	0.0090
2.09333	0.0060
2.09667	0.0080
2.10000	0.0070
2.10333	0.0045
2.10667	0.0042
2.11000	0.0041
2.11333	0.0041
2.11667	0.0040
2.12000	0.0055
2.12333	0.0058
2.12667	0.0064
2.13000	0.0062
2.13333	0.0066
2.13667	0.0093
2.14000	0.0087
2.14333	0.0078
2.14667	0.0059
2.15000	0.0064
2.15333	0.0052
2.15667	0.0051
2.16000	0.0071
2.16333	0.0065
2.16667	0.0073
2.17000	0.0077
2.17333	0.0083
2.17667	0.0077
2.18000	0.0073
2.18333	0.0056
2.18667	0.0048
2.19000	0.0044
2.19333	0.0052
2.19667	0.0051
2.20000	0.0066
2.20333	0.0068
2.20667	0.0064
2.21000	0.0088
2.21333	0.0099
2.21667	0.0089
2.22000	0.0084
2.22333	0.0072
2.22667	0.0055
2.23000	0.0058
2.23333	0.0043
2.23667	0.0026
2.24000	0.0039
2.24333	0.0045
2.24667	0.0053
2.25000	0.0056
2.25333	0.0043
2.25667	0.0047
2.26000	0.0059
2.26333	0.0054
2.26667	0.0052
2.27000	0.0056
2.27333	0.0064
2.27667	0.0067
2.28000	0.0063
2.28333	0.0067
2.28667	0.0053
2.29000	0.0062
2.29333	0.0066
2.29667	0.0068
2.30000	0.0064
2.30333	0.0078
2.30667	0.0063
2.31000	0.0077
2.31333	0.0073
2.31667	0.0050
2.32000	0.0034
2.32333	0.0026
2.32667	0.0039
2.33000	0.0050
2.33333	0.0050
2.33667	0.0056
2.34000	0.0063
2.34333	0.0056
2.34667	0.0064
2.35000	0.0067
2.35333	0.0063
2.35667	0.0062
2.36000	0.0088
2.36333	0.0083
2.36667	0.0065
2.37000	0.0046
2.37333	0.0043
2.37667	0.0063
2.38000	0.0067
2.38333	0.0069
2.38667	0.0069
2.39000	0.0070
2.39333	0.0075
2.39667	0.0067
2.40000	0.0074
2.40333	0.0083
2.40667	0.0070
2.41000	0.0064
2.41333	0.0046
2.41667	0.0059
2.42000	0.0065
2.42333	0.0068
2.42667	0.0092
2.43000	0.0096
2.43333	0.0087
2.43667	0.0095
2.44000	0.0109
2.44333	0.0104
2.44667	0.0096
2.45000	0.0087
2.45333	0.0078
2.45667	0.0084
2.46000	0.0071
2.46333	0.0082
2.46667	0.0081
2.47000	0.0097
2.47333	0.0088
2.47667	0.0107
2.48000	0.0124
2.48333	0.0088
2.48667	0.0072
2.49000	0.0065
2.49333	0.0062
2.49667	0.0061
2.50000	0.0067
2.50333	0.0080
2.50667	0.0085
2.51000	0.0071
2.51333	0.0065
2.51667	0.0062
2.52000	0.0061
2.52333	0.0066
2.52667	0.0074
2.53000	0.0061
2.53333	0.0072
2.53667	0.0077
2.54000	0.0078
2.54333	0.0074
2.54667	0.0078
2.55000	0.0096
2.55333	0.0098
2.55667	0.0098
2.56000	0.0077
2.56333	0.0078
2.56667	0.0069
2.57000	0.0098
2.57333	0.0093
2.57667	0.0086
2.58000	0.0089
2.58333	0.0112
2.58667	0.0105
2.59000	0.0096
2.59333	0.0092
2.59667	0.0086
2.60000	0.0094
2.60333	0.0092
2.60667	0.0090
2.61000	0.0085
2.61333	0.0099
2.61667	0.0089
2.62000	0.0107
2.62333	0.0102
2.62667	0.0084
2.63000	0.0089
2.63333	0.0118
2.63667	0.0108
2.64000	0.0120
2.64333	0.0108
2.64667	0.0103
2.65000	0.0094
2.65333	0.0081
2.65667	0.0087
2.66000	0.0095
2.66333	0.0099
2.66667	0.0110
2.67000	0.0099
2.67333	0.0105
2.67667	0.0102
2.68000	0.0107
2.68333	0.0108
2.68667	0.0104
2.69000	0.0106
2.69333	0.0085
2.69667	0.0087
2.70000	0.0078
2.70333	0.0085
2.70667	0.0089
2.71000	0.0100
2.71333	0.0089
2.71667	0.0101
2.72000	0.0095
2.72333	0.0103
2.72667	0.0097
2.73000	0.0111
2.73333	0.0116
2.73667	0.0111
2.74000	0.0100
2.74333	0.0114
2.74667	0.0136
2.75000	0.0136
2.75333	0.0114
2.75667	0.0111
2.76000	0.0098
2.76333	0.0100
2.76667	0.0106
2.77000	0.0111
2.77333	0.0134
2.77667	0.0131
2.78000	0.0122
2.78333	0.0098
2.78667	0.0112
2.79000	0.0115
2.79333	0.0101
2.79667	0.0114
2.80000	0.0124
2.80333	0.0128
2.80667	0.0134
2.81000	0.0120
2.81333	0.0119
2.81667	0.0115
2.82000	0.0123
2.82333	0.0115
2.82667	0.0119
2.83000	0.0127
2.83333	0.0140
2.83667	0.0128
2.84000	0.0130
2.84333	0.0136
2.84667	0.0139
2.85000	0.0139
2.85333	0.0133
2.85667	0.0132
2.86000	0.0136
2.86333	0.0129
2.86667	0.0147
2.87000	0.0141
2.87333	0.0130
2.87667	0.0144
2.88000	0.0157
2.88333	0.0135
2.88667	0.0136
2.89000	0.0119
2.89333	0.0108
2.89667	0.0116
2.90000	0.0116
2.90333	0.0101
2.90667	0.0108
2.91000	0.0117
2.91333	0.0132
2.91667	0.0137
2.92000	0.0136
2.92333	0.0114
2.92667	0.0121
2.93000	0.0145
2.93333	0.0142
2.93667	0.0139
2.94000	0.0128
2.94333	0.0133
2.94667	0.0118
2.95000	0.0115
2.95333	0.0126
2.95667	0.0141
2.96000	0.0143
2.96333	0.0157
2.96667	0.0140
2.97000	0.0141
2.97333	0.0147
2.97667	0.0149
2.98000	0.0149
2.98333	0.0143
2.98667	0.0138
2.99000	0.0121
2.99333	0.0122
2.99667	0.0134
3.00000	0.0140
3.00333	0.0156
3.00667	0.0178
3.01000	0.0177
3.01333	0.0165
3.01667	0.0158
3.02000	0.0168
3.02333	0.0146
3.02667	0.0123
3.03000	0.0124
3.03333	0.0139
3.03667	0.0140
3.04000	0.0173
3.04333	0.0180
3.04667	0.0162
3.05000	0.0169
3.05333	0.0175
3.05667	0.0171
3.06000	0.0165
3.06333	0.0168
3.06667	0.0171
3.07000	0.0176
3.07333	0.0174
3.07667	0.0188
3.08000	0.0208
3.08333	0.0205
3.08667	0.0183
3.09000	0.0175
3.09333	0.0147
3.09667	0.0148
3.10000	0.0144
3.10333	0.0151
3.10667	0.0162
3.11000	0.0158
3.11333	0.0148
3.11667	0.0158
3.12000	0.0163
3.12333	0.0156
3.12667	0.0157
3.13000	0.0152
3.13333	0.0152
3.13667	0.0156
3.14000	0.0155
3.14333	0.0164
3.14667	0.0158
3.15000	0.0146
3.15333	0.0146
3.15667	0.0158
3.16000	0.0151
3.16333	0.0168
3.16667	0.0164
3.17000	0.0168
3.17333	0.0171
3.17667	0.0174
3.18000	0.0166
3.18333	0.0172
3.18667	0.0181
3.19000	0.0175
3.19333	0.0177
3.19667	0.0175
3.20000	0.0190
3.20333	0.0203
3.20667	0.0179
3.21000	0.0163
3.21333	0.0158
3.21667	0.0186
3.22000	0.0170
3.22333	0.0168
3.22667	0.0159
3.23000	0.0157
3.23333	0.0191
3.23667	0.0190
3.24000	0.0190
3.24333	0.0192
3.24667	0.0202
3.25000	0.0222
3.25333	0.0223
3.25667	0.0207
3.26000	0.0199
3.26333	0.0182
3.26667	0.0167
3.27000	0.0164
3.27333	0.0170
3.27667	0.0177
3.28000	0.0189
3.28333	0.0217
3.28667	0.0194
3.29000	0.0182
3.29333	0.0193
3.29667	0.0189
3.30000	0.0181
3.30333	0.0175
3.30667	0.0175
3.31000	0.0177
3.31333	0.0217
3.31667	0.0224
3.32000	0.0202
3.32333	0.0199
3.32667	0.0191
3.33000	0.0189
3.33333	0.0198
3.33667	0.0187
3.34000	0.0182
3.34333	0.0165
3.34667	0.0182
3.35000	0.0196
3.35333	0.0183
3.35667	0.0177
3.36000	0.0190
3.36333	0.0205
3.36667	0.0201
3.37000	0.0182
3.37333	0.0188
3.37667	0.0189
3.38000	0.0192
3.38333	0.0202
3.38667	0.0217
3.39000	0.0222
3.39333	0.0205
3.39667	0.0184
3.40000	0.0180
3.40333	0.0169
3.40667	0.0198
3.41000	0.0219
3.41333	0.0220
3.41667	0.0220
3.42000	0.0222
3.42333	0.0232
3.42667	0.0250
3.43000	0.0262
3.43333	0.0256
3.43667	0.0238
3.44000	0.0224
3.44333	0.0236
3.44667	0.0234
3.45000	0.0224
3.45333	0.0226
3.45667	0.0234
3.46000	0.0224
3.46333	0.0211
3.46667	0.0222
3.47000	0.0235
3.47333	0.0236
3.47667	0.0229
3.48000	0.0232
3.48333	0.0250
3.48667	0.0252
3.49000	0.0246
3.49333	0.0217
3.49667	0.0212
3.50000	0.0225
3.50333	0.0239
3.50667	0.0262
3.51000	0.0266
3.51333	0.0259
3.51667	0.0247
3.52000	0.0237
3.52333	0.0244
3.52667	0.0254
3.53000	0.0243
3.53333	0.0221
3.53667	0.0220
3.54000	0.0255
3.54333	0.0269
3.54667	0.0254
3.55000	0.0239
3.55333	0.0234
3.55667	0.0226
3.56000	0.0224
3.56333	0.0216
3.56667	0.0219
3.57000	0.0225
3.57333	0.0234
3.57667	0.0239
3.58000	0.0255
3.58333	0.0251
3.58667	0.0229
3.59000	0.0234
3.59333	0.0261
3.59667	0.0244
3.60000	0.0223
3.60333	0.0233
3.60667	0.0275
3.61000	0.0288
3.61333	0.0285
3.61667	0.0289
3.62000	0.0284
3.62333	0.0265
3.62667	0.0263
3.63000	0.0289
3.63333	0.0281
3.63667	0.0279
3.64000	0.0285
3.64333	0.0252
3.64667	0.0238
3.65000	0.0248
3.65333	0.0262
3.65667	0.0260
3.66000	0.0266
3.66333	0.0277
3.66667	0.0276
3.67000	0.0262
3.67333	0.0254
3.67667	0.0270
3.68000	0.0278
3.68333	0.0267
3.68667	0.0249
3.69000	0.0250
3.69333	0.0256
3.69667	0.0264
3.70000	0.0251
3.70333	0.0251
3.70667	0.0270
3.71000	0.0286
3.71333	0.0313
3.71667	0.0309
3.72000	0.0291
3.72333	0.0289
3.72667	0.0291
3.73000	0.0286
3.73333	0.0286
3.73667	0.0291
3.74000	0.0299
3.74333	0.0295
3.74667	0.0296
3.75000	0.0291
3.75333	0.0280
3.75667	0.0271
3.76000	0.0275
3.76333	0.0274
3.76667	0.0286
3.77000	0.0294
3.77333	0.0280
3.77667	0.0275
3.78000	0.0294
3.78333	0.0310
3.78667	0.0307
3.79000	0.0286
3.79333	0.0277
3.79667	0.0279
3.80000	0.0291
3.80333	0.0292
3.80667	0.0278
3.81000	0.0283
3.81333	0.0292
3.81667	0.0313
3.82000	0.0324
3.82333	0.0316
3.82667	0.0316
3.83000	0.0296
3.83333	0.0290
3.83667	0.0310
3.84000	0.0311
3.84333	0.0298
3.84667	0.0307
3.85000	0.0310
3.85333	0.0301
3.85667	0.0320
3.86000	0.0321
3.86333	0.0296
3.86667	0.0291
3.87000	0.0310
3.87333	0.0311
3.87667	0.0290
3.88000	0.0297
3.88333	0.0316
3.88667	0.0323
3.89000	0.0325
3.89333	0.0317
3.89667	0.0319
3.90000	0.0340
3.90333	0.0336
3.90667	0.0323
3.91000	0.0321
3.91333	0.0316
3.91667	0.0327
3.92000	0.0334
3.92333	0.0335
3.92667	0.0343
3.93000	0.0336
3.93333	0.0331
3.93667	0.0338
3.94000	0.0348
3.94333	0.0345
3.94667	0.0333
3.95000	0.0343
3.95333	0.0344
3.95667	0.0333
3.96000	0.0343
3.96333	0.0353
3.96667	0.0355
3.97000	0.0363
3.97333	0.0356
3.97667	0.0356
3.98000	0.0372
3.98333	0.0361
3.98667	0.0352
3.99000	0.0363
3.99333	0.0356
3.99667	0.0356
4.00000	0.0368
4.00333	0.0383
4.00667	0.0393
4.01000	0.0381
4.01333	0.0358
4.01667	0.0348
4.02000	0.0359
4.02333	0.0364
4.02667	0.0351
4.03000	0.0346
4.03333	0.0345
4.03667	0.0341
4.04000	0.0340
4.04333	0.0354
4.04667	0.0358
4.05000	0.0356
4.05333	0.0341
4.05667	0.0333
4.06000	0.0329
4.06333	0.0331
4.06667	0.0353
4.07000	0.0367
4.07333	0.0374
4.07667	0.0379
4.08000	0.0365
4.08333	0.0343
4.08667	0.0347
4.09000	0.0373
4.09333	0.0397
4.09667	0.0403
4.10000	0.0400
4.10333	0.0390
4.10667	0.0381
4.11000	0.0370
4.11333	0.0357
4.11667	0.0371
4.12000	0.0377
4.12333	0.0386
4.12667	0.0393
4.13000	0.0385
4.13333	0.0401
4.13667	0.0402
4.14000	0.0392
4.14333	0.0390
4.14667	0.0385
4.15000	0.0386
4.15333	0.0395
4.15667	0.0404
4.16000	0.0399
4.16333	0.0402
4.16667	0.0398
4.17000	0.0402
4.17333	0.0404
4.17667	0.0400
4.18000	0.0400
4.18333	0.0389
4.18667	0.0365
4.19000	0.0384
4.19333	0.0417
4.19667	0.0412
4.20000	0.0391
4.20333	0.0376
4.20667	0.0393
4.21000	0.0413
4.21333	0.0414
4.21667	0.0422
4.22000	0.0412
4.22333	0.0429
4.22667	0.0447
4.23000	0.0438
4.23333	0.0414
4.23667	0.0407
4.24000	0.0421
4.24333	0.0429
4.24667	0.0436
4.25000	0.0428
4.25333	0.0427
4.25667	0.0441
4.26000	0.0449
4.26333	0.0444
4.26667	0.0429
4.27000	0.0421
4.27333	0.0426
4.27667	0.0424
4.28000	0.0415
4.28333	0.0422
4.28667	0.0429
4.29000	0.0430
4.29333	0.0424
4.29667	0.0426
4.30000	0.0442
4.30333	0.0443
4.30667	0.0452
4.31000	0.0435
4.31333	0.0428
4.31667	0.0424
4.32000	0.0408
4.32333	0.0407
4.32667	0.0416
4.33000	0.0432
4.33333	0.0427
4.33667	0.0433
4.34000	0.0452
4.34333	0.0453
4.34667	0.0450
4.35000	0.0463
4.35333	0.0469
4.35667	0.0457
4.36000	0.0457
4.36333	0.0453
4.36667	0.0463
4.37000	0.0482
4.37333	0.0483
4.37667	0.0512
4.38000	0.0515
4.38333	0.0491
4.38667	0.0468
4.39000	0.0474
4.39333	0.0512
4.39667	0.0535
4.40000	0.0533
4.40333	0.0511
4.40667	0.0475
4.41000	0.0475
4.41333	0.0460
4.41667	0.0477
4.42000	0.0509
4.42333	0.0506
4.42667	0.0474
4.43000	0.0481
4.43333	0.0503
4.43667	0.0509
4.44000	0.0483
4.44333	0.0471
4.44667	0.0477
4.45000	0.0500
4.45333	0.0502
4.45667	0.0534
4.46000	0.0528
4.46333	0.0534
4.46667	0.0567
4.47000	0.0544
4.47333	0.0545
4.47667	0.0536
4.48000	0.0530
4.48333	0.0544
4.48667	0.0507
4.49000	0.0505
4.49333	0.0517
4.49667	0.0541
4.50000	0.0535
4.50333	0.0502
4.50667	0.0555
4.51000	0.0535
4.51333	0.0521
4.51667	0.0527
4.52000	0.0523
4.52333	0.0506
4.52667	0.0537
4.53000	0.0534
4.53333	0.0530
4.53667	0.0508
4.54000	0.0515
4.54333	0.0505
4.54667	0.0515
4.55000	0.0542
4.55333	0.0557
4.55667	0.0545
4.56000	0.0533
4.56333	0.0523
4.56667	0.0535
4.57000	0.0540
4.57333	0.0548
4.57667	0.0550
4.58000	0.0550
4.58333	0.0558
4.58667	0.0560
4.59000	0.0560
4.59333	0.0545
4.59667	0.0556
4.60000	0.0552
4.60333	0.0558
4.60667	0.0583
4.61000	0.0566
4.61333	0.0576
4.61667	0.0611
4.62000	0.0612
4.62333	0.0594
4.62667	0.0567
4.63000	0.0576
4.63333	0.0588
4.63667	0.0574
4.64000	0.0570
4.64333	0.0578
4.64667	0.0588
